epoch,iteration_in_epoch,global_iteration,reward,rolling_reward_50
1,1,1,0.87568516,0.87568516
1,1,1,0.87568516,0.87568516
1,1,1,0.87568516,0.87568516
1,1,1,0.87568516,0.87568516
1,2,2,2.97474575,1.92521545
1,2,2,2.97474575,1.92521545
1,2,2,2.97474575,1.92521545
1,2,2,2.97474575,1.92521545
1,3,3,2.45584536,2.10209209
1,3,3,2.45584536,2.10209209
1,3,3,2.45584536,2.10209209
1,3,3,2.45584536,2.10209209
1,4,4,2.04556084,2.08795927
1,4,4,2.04556084,2.08795927
1,4,4,2.04556084,2.08795927
1,4,4,2.04556084,2.08795927
1,5,5,0.96624899,1.86361722
1,5,5,0.96624899,1.86361722
1,5,5,0.96624899,1.86361722
1,5,5,0.96624899,1.86361722
1,6,6,3.89417958,2.20204428
1,6,6,3.89417958,2.20204428
1,6,6,3.89417958,2.20204428
1,6,6,3.89417958,2.20204428
1,7,7,2.94982839,2.30887058
1,7,7,2.94982839,2.30887058
1,7,7,2.94982839,2.30887058
1,7,7,2.94982839,2.30887058
1,8,8,1.35596108,2.18975689
1,8,8,1.35596108,2.18975689
1,8,8,1.35596108,2.18975689
1,8,8,1.35596108,2.18975689
1,9,9,2.22697496,2.19389223
1,9,9,2.22697496,2.19389223
1,9,9,2.22697496,2.19389223
1,9,9,2.22697496,2.19389223
1,10,10,1.17671919,2.09217493
1,10,10,1.17671919,2.09217493
1,10,10,1.17671919,2.09217493
1,10,10,1.17671919,2.09217493
1,11,11,1.58544517,2.04610859
1,11,11,1.58544517,2.04610859
1,11,11,1.58544517,2.04610859
1,11,11,1.58544517,2.04610859
1,12,12,1.47620678,1.99861677
1,12,12,1.47620678,1.99861677
1,12,12,1.47620678,1.99861677
1,12,12,1.47620678,1.99861677
1,13,13,0.98779225,1.92086104
1,13,13,0.98779225,1.92086104
1,13,13,0.98779225,1.92086104
1,13,13,0.98779225,1.92086104
2,1,14,1.80030596,1.91224996
2,1,14,1.80030596,1.91224996
2,1,14,1.80030596,1.91224996
2,1,14,1.80030596,1.91224996
2,2,15,1.15506506,1.86177097
2,2,15,1.15506506,1.86177097
2,2,15,1.15506506,1.86177097
2,2,15,1.15506506,1.86177097
2,3,16,1.83297181,1.85997102
2,3,16,1.83297181,1.85997102
2,3,16,1.83297181,1.85997102
2,3,16,1.83297181,1.85997102
2,4,17,2.22726727,1.88157668
2,4,17,2.22726727,1.88157668
2,4,17,2.22726727,1.88157668
2,4,17,2.22726727,1.88157668
2,5,18,0.13707966,1.78466018
2,5,18,0.13707966,1.78466018
2,5,18,0.13707966,1.78466018
2,5,18,0.13707966,1.78466018
2,6,19,1.65328956,1.77774594
2,6,19,1.65328956,1.77774594
2,6,19,1.65328956,1.77774594
2,6,19,1.65328956,1.77774594
2,7,20,1.10065913,1.74389160
2,7,20,1.10065913,1.74389160
2,7,20,1.10065913,1.74389160
2,7,20,1.10065913,1.74389160
2,8,21,2.18917799,1.76509571
2,8,21,2.18917799,1.76509571
2,8,21,2.18917799,1.76509571
2,8,21,2.18917799,1.76509571
2,9,22,1.72376513,1.76321705
2,9,22,1.72376513,1.76321705
2,9,22,1.72376513,1.76321705
2,9,22,1.72376513,1.76321705
2,10,23,2.44864202,1.79301813
2,10,23,2.44864202,1.79301813
2,10,23,2.44864202,1.79301813
2,10,23,2.44864202,1.79301813
2,11,24,0.45484662,1.73726099
2,11,24,0.45484662,1.73726099
2,11,24,0.45484662,1.73726099
2,11,24,0.45484662,1.73726099
2,12,25,3.74637580,1.81762558
2,12,25,3.74637580,1.81762558
2,12,25,3.74637580,1.81762558
2,12,25,3.74637580,1.81762558
2,13,26,0.75666738,1.77681950
2,13,26,0.75666738,1.77681950
2,13,26,0.75666738,1.77681950
2,13,26,0.75666738,1.77681950
3,1,27,0.61862910,1.73392355
3,1,27,0.61862910,1.73392355
3,1,27,0.61862910,1.73392355
3,1,27,0.61862910,1.73392355
3,2,28,2.64840651,1.76658366
3,2,28,2.64840651,1.76658366
3,2,28,2.64840651,1.76658366
3,2,28,2.64840651,1.76658366
3,3,29,1.87052619,1.77016789
3,3,29,1.87052619,1.77016789
3,3,29,1.87052619,1.77016789
3,3,29,1.87052619,1.77016789
3,4,30,2.79369926,1.80428560
3,4,30,2.79369926,1.80428560
3,4,30,2.79369926,1.80428560
3,4,30,2.79369926,1.80428560
3,5,31,1.24788439,1.78633717
3,5,31,1.24788439,1.78633717
3,5,31,1.24788439,1.78633717
3,5,31,1.24788439,1.78633717
3,6,32,3.15437555,1.82908837
3,6,32,3.15437555,1.82908837
3,6,32,3.15437555,1.82908837
3,6,32,3.15437555,1.82908837
3,7,33,2.42863679,1.84725651
3,7,33,2.42863679,1.84725651
3,7,33,2.42863679,1.84725651
3,7,33,2.42863679,1.84725651
3,8,34,2.58635259,1.86899463
3,8,34,2.58635259,1.86899463
3,8,34,2.58635259,1.86899463
3,8,34,2.58635259,1.86899463
3,9,35,1.85207903,1.86851132
3,9,35,1.85207903,1.86851132
3,9,35,1.85207903,1.86851132
3,9,35,1.85207903,1.86851132
3,10,36,0.66002762,1.83494233
3,10,36,0.66002762,1.83494233
3,10,36,0.66002762,1.83494233
3,10,36,0.66002762,1.83494233
3,11,37,2.10510850,1.84224412
3,11,37,2.10510850,1.84224412
3,11,37,2.10510850,1.84224412
3,11,37,2.10510850,1.84224412
3,12,38,2.54531622,1.86074602
3,12,38,2.54531622,1.86074602
3,12,38,2.54531622,1.86074602
3,12,38,2.54531622,1.86074602
3,13,39,1.70765495,1.85682060
3,13,39,1.70765495,1.85682060
3,13,39,1.70765495,1.85682060
3,13,39,1.70765495,1.85682060
4,1,40,1.49097896,1.84767456
4,1,40,1.49097896,1.84767456
4,1,40,1.49097896,1.84767456
4,1,40,1.49097896,1.84767456
4,2,41,1.44055390,1.83774479
4,2,41,1.44055390,1.83774479
4,2,41,1.44055390,1.83774479
4,2,41,1.44055390,1.83774479
4,3,42,0.13094172,1.79710662
4,3,42,0.13094172,1.79710662
4,3,42,0.13094172,1.79710662
4,3,42,0.13094172,1.79710662
4,4,43,0.75796300,1.77294049
4,4,43,0.75796300,1.77294049
4,4,43,0.75796300,1.77294049
4,4,43,0.75796300,1.77294049
4,5,44,1.02025330,1.75583397
4,5,44,1.02025330,1.75583397
4,5,44,1.02025330,1.75583397
4,5,44,1.02025330,1.75583397
4,6,45,1.18285370,1.74310107
4,6,45,1.18285370,1.74310107
4,6,45,1.18285370,1.74310107
4,6,45,1.18285370,1.74310107
4,7,46,1.09204876,1.72894776
4,7,46,1.09204876,1.72894776
4,7,46,1.09204876,1.72894776
4,7,46,1.09204876,1.72894776
4,8,47,2.18141556,1.73857473
4,8,47,2.18141556,1.73857473
4,8,47,2.18141556,1.73857473
4,8,47,2.18141556,1.73857473
4,9,48,1.79034424,1.73965327
4,9,48,1.79034424,1.73965327
4,9,48,1.79034424,1.73965327
4,9,48,1.79034424,1.73965327
4,10,49,1.36968994,1.73210299
4,10,49,1.36968994,1.73210299
4,10,49,1.36968994,1.73210299
4,10,49,1.36968994,1.73210299
4,11,50,0.23087204,1.70207837
4,11,50,0.23087204,1.70207837
4,11,50,0.23087204,1.70207837
4,11,50,0.23087204,1.70207837
4,12,51,0.81662726,1.70089722
4,12,51,0.81662726,1.70089722
4,12,51,0.81662726,1.70089722
4,12,51,0.81662726,1.70089722
4,13,52,3.17773294,1.70495696
4,13,52,3.17773294,1.70495696
4,13,52,3.17773294,1.70495696
4,13,52,3.17773294,1.70495696
5,1,53,2.67606544,1.70936136
5,1,53,2.67606544,1.70936136
5,1,53,2.67606544,1.70936136
5,1,53,2.67606544,1.70936136
5,2,54,1.37112474,1.69587264
5,2,54,1.37112474,1.69587264
5,2,54,1.37112474,1.69587264
5,2,54,1.37112474,1.69587264
5,3,55,1.52090740,1.70696581
5,3,55,1.52090740,1.70696581
5,3,55,1.52090740,1.70696581
5,3,55,1.52090740,1.70696581
5,4,56,3.50125265,1.69910727
5,4,56,3.50125265,1.69910727
5,4,56,3.50125265,1.69910727
5,4,56,3.50125265,1.69910727
5,5,57,0.64193046,1.65294931
5,5,57,0.64193046,1.65294931
5,5,57,0.64193046,1.65294931
5,5,57,0.64193046,1.65294931
5,6,58,0.73036861,1.64043746
5,6,58,0.73036861,1.64043746
5,6,58,0.73036861,1.64043746
5,6,58,0.73036861,1.64043746
5,7,59,1.64347529,1.62876747
5,7,59,1.64347529,1.62876747
5,7,59,1.64347529,1.62876747
5,7,59,1.64347529,1.62876747
5,8,60,0.74851567,1.62020340
5,8,60,0.74851567,1.62020340
5,8,60,0.74851567,1.62020340
5,8,60,0.74851567,1.62020340
5,9,61,1.14886475,1.61147179
5,9,61,1.14886475,1.61147179
5,9,61,1.14886475,1.61147179
5,9,61,1.14886475,1.61147179
5,10,62,1.74111211,1.61676990
5,10,62,1.74111211,1.61676990
5,10,62,1.74111211,1.61676990
5,10,62,1.74111211,1.61676990
5,11,63,2.81430960,1.65330024
5,11,63,2.81430960,1.65330024
5,11,63,2.81430960,1.65330024
5,11,63,2.81430960,1.65330024
5,12,64,0.22553140,1.62180475
5,12,64,0.22553140,1.62180475
5,12,64,0.22553140,1.62180475
5,12,64,0.22553140,1.62180475
5,13,65,2.21798682,1.64306319
5,13,65,2.21798682,1.64306319
5,13,65,2.21798682,1.64306319
5,13,65,2.21798682,1.64306319
6,1,66,1.24580610,1.63131987
6,1,66,1.24580610,1.63131987
6,1,66,1.24580610,1.63131987
6,1,66,1.24580610,1.63131987
6,2,67,1.18491197,1.61047277
6,2,67,1.18491197,1.61047277
6,2,67,1.18491197,1.61047277
6,2,67,1.18491197,1.61047277
6,3,68,1.83532596,1.64443769
6,3,68,1.83532596,1.64443769
6,3,68,1.83532596,1.64443769
6,3,68,1.83532596,1.64443769
6,4,69,1.60986602,1.64356922
6,4,69,1.60986602,1.64356922
6,4,69,1.60986602,1.64356922
6,4,69,1.60986602,1.64356922
6,5,70,2.77827263,1.67712149
6,5,70,2.77827263,1.67712149
6,5,70,2.77827263,1.67712149
6,5,70,2.77827263,1.67712149
6,6,71,1.34277415,1.66019342
6,6,71,1.34277415,1.66019342
6,6,71,1.34277415,1.66019342
6,6,71,1.34277415,1.66019342
6,7,72,1.35914958,1.65290110
6,7,72,1.35914958,1.65290110
6,7,72,1.35914958,1.65290110
6,7,72,1.35914958,1.65290110
6,8,73,0.62236404,1.61637554
6,8,73,0.62236404,1.61637554
6,8,73,0.62236404,1.61637554
6,8,73,0.62236404,1.61637554
6,9,74,0.95861948,1.62645100
6,9,74,0.95861948,1.62645100
6,9,74,0.95861948,1.62645100
6,9,74,0.95861948,1.62645100
6,10,75,3.76891279,1.62690174
6,10,75,3.76891279,1.62690174
6,10,75,3.76891279,1.62690174
6,10,75,3.76891279,1.62690174
6,11,76,2.76959968,1.66716039
6,11,76,2.76959968,1.66716039
6,11,76,2.76959968,1.66716039
6,11,76,2.76959968,1.66716039
6,12,77,1.94086695,1.69360514
6,12,77,1.94086695,1.69360514
6,12,77,1.94086695,1.69360514
6,12,77,1.94086695,1.69360514
6,13,78,3.41871023,1.70901122
6,13,78,3.41871023,1.70901122
6,13,78,3.41871023,1.70901122
6,13,78,3.41871023,1.70901122
7,1,79,1.24959636,1.69659262
7,1,79,1.24959636,1.69659262
7,1,79,1.24959636,1.69659262
7,1,79,1.24959636,1.69659262
7,2,80,2.92361116,1.69919086
7,2,80,2.92361116,1.69919086
7,2,80,2.92361116,1.69919086
7,2,80,2.92361116,1.69919086
7,3,81,0.87175810,1.69166833
7,3,81,0.87175810,1.69166833
7,3,81,0.87175810,1.69166833
7,3,81,0.87175810,1.69166833
7,4,82,2.39274454,1.67643571
7,4,82,2.39274454,1.67643571
7,4,82,2.39274454,1.67643571
7,4,82,2.39274454,1.67643571
7,5,83,2.05412531,1.66894548
7,5,83,2.05412531,1.66894548
7,5,83,2.05412531,1.66894548
7,5,83,2.05412531,1.66894548
7,6,84,1.67047691,1.65062797
7,6,84,1.67047691,1.65062797
7,6,84,1.67047691,1.65062797
7,6,84,1.67047691,1.65062797
7,7,85,0.99487752,1.63348394
7,7,85,0.99487752,1.63348394
7,7,85,0.99487752,1.63348394
7,7,85,0.99487752,1.63348394
7,8,86,1.55325460,1.65134848
7,8,86,1.55325460,1.65134848
7,8,86,1.55325460,1.65134848
7,8,86,1.55325460,1.65134848
7,9,87,2.30412340,1.65532878
7,9,87,2.30412340,1.65532878
7,9,87,2.30412340,1.65532878
7,9,87,2.30412340,1.65532878
7,10,88,0.30851290,1.61059271
7,10,88,0.30851290,1.61059271
7,10,88,0.30851290,1.61059271
7,10,88,0.30851290,1.61059271
7,11,89,1.87286758,1.61389696
7,11,89,1.87286758,1.61389696
7,11,89,1.87286758,1.61389696
7,11,89,1.87286758,1.61389696
7,12,90,-0.11471102,1.58178317
7,12,90,-0.11471102,1.58178317
7,12,90,-0.11471102,1.58178317
7,12,90,-0.11471102,1.58178317
7,13,91,4.63369751,1.64564604
7,13,91,4.63369751,1.64564604
7,13,91,4.63369751,1.64564604
7,13,91,4.63369751,1.64564604
8,1,92,0.35580835,1.65014337
8,1,92,0.35580835,1.65014337
8,1,92,0.35580835,1.65014337
8,1,92,0.35580835,1.65014337
8,2,93,1.25248802,1.66003387
8,2,93,1.25248802,1.66003387
8,2,93,1.25248802,1.66003387
8,2,93,1.25248802,1.66003387
8,3,94,-0.34679189,1.63269297
8,3,94,-0.34679189,1.63269297
8,3,94,-0.34679189,1.63269297
8,3,94,-0.34679189,1.63269297
8,4,95,0.14803371,1.61199657
8,4,95,0.14803371,1.61199657
8,4,95,0.14803371,1.61199657
8,4,95,0.14803371,1.61199657
8,5,96,0.14314643,1.59301852
8,5,96,0.14314643,1.59301852
8,5,96,0.14314643,1.59301852
8,5,96,0.14314643,1.59301852
8,6,97,0.46131253,1.55861646
8,6,97,0.46131253,1.55861646
8,6,97,0.46131253,1.55861646
8,6,97,0.46131253,1.55861646
8,7,98,0.72553778,1.53732033
8,7,98,0.72553778,1.53732033
8,7,98,0.72553778,1.53732033
8,7,98,0.72553778,1.53732033
8,8,99,1.67898345,1.54350620
8,8,99,1.67898345,1.54350620
8,8,99,1.67898345,1.54350620
8,8,99,1.67898345,1.54350620
8,9,100,1.26164532,1.56412167
8,9,100,1.26164532,1.56412167
8,9,100,1.26164532,1.56412167
8,9,100,1.26164532,1.56412167
8,10,101,0.25478947,1.55288491
8,10,101,0.25478947,1.55288491
8,10,101,0.25478947,1.55288491
8,10,101,0.25478947,1.55288491
8,11,102,0.96802956,1.50869084
8,11,102,0.96802956,1.50869084
8,11,102,0.96802956,1.50869084
8,11,102,0.96802956,1.50869084
8,12,103,1.60150766,1.48719969
8,12,103,1.60150766,1.48719969
8,12,103,1.60150766,1.48719969
8,12,103,1.60150766,1.48719969
8,13,104,2.20091057,1.50379540
8,13,104,2.20091057,1.50379540
8,13,104,2.20091057,1.50379540
8,13,104,2.20091057,1.50379540
9,1,105,0.24736583,1.47832457
9,1,105,0.24736583,1.47832457
9,1,105,0.24736583,1.47832457
9,1,105,0.24736583,1.47832457
9,2,106,0.51147258,1.41852897
9,2,106,0.51147258,1.41852897
9,2,106,0.51147258,1.41852897
9,2,106,0.51147258,1.41852897
9,3,107,1.09173334,1.42752503
9,3,107,1.09173334,1.42752503
9,3,107,1.09173334,1.42752503
9,3,107,1.09173334,1.42752503
9,4,108,1.52061212,1.44332990
9,4,108,1.52061212,1.44332990
9,4,108,1.52061212,1.44332990
9,4,108,1.52061212,1.44332990
9,5,109,1.11343396,1.43272907
9,5,109,1.11343396,1.43272907
9,5,109,1.11343396,1.43272907
9,5,109,1.11343396,1.43272907
9,6,110,1.11287689,1.44001630
9,6,110,1.11287689,1.44001630
9,6,110,1.11287689,1.44001630
9,6,110,1.11287689,1.44001630
9,7,111,1.44826663,1.44600433
9,7,111,1.44826663,1.44600433
9,7,111,1.44826663,1.44600433
9,7,111,1.44826663,1.44600433
9,8,112,3.02632904,1.47170867
9,8,112,3.02632904,1.47170867
9,8,112,3.02632904,1.47170867
9,8,112,3.02632904,1.47170867
9,9,113,1.66099143,1.44864231
9,9,113,1.66099143,1.44864231
9,9,113,1.66099143,1.44864231
9,9,113,1.66099143,1.44864231
9,10,114,1.85212672,1.48117422
9,10,114,1.85212672,1.48117422
9,10,114,1.85212672,1.48117422
9,10,114,1.85212672,1.48117422
9,11,115,-0.25442398,1.43172600
9,11,115,-0.25442398,1.43172600
9,11,115,-0.25442398,1.43172600
9,11,115,-0.25442398,1.43172600
9,12,116,2.50368834,1.45688364
9,12,116,2.50368834,1.45688364
9,12,116,2.50368834,1.45688364
9,12,116,2.50368834,1.45688364
9,13,117,3.19001174,1.49698564
9,13,117,3.19001174,1.49698564
9,13,117,3.19001174,1.49698564
9,13,117,3.19001174,1.49698564
10,1,118,0.48378903,1.46995490
10,1,118,0.48378903,1.46995490
10,1,118,0.48378903,1.46995490
10,1,118,0.48378903,1.46995490
10,2,119,3.61464262,1.51005043
10,2,119,3.61464262,1.51005043
10,2,119,3.61464262,1.51005043
10,2,119,3.61464262,1.51005043
10,3,120,0.98497677,1.47418452
10,3,120,0.98497677,1.47418452
10,3,120,0.98497677,1.47418452
10,3,120,0.98497677,1.47418452
10,4,121,2.29525614,1.49323416
10,4,121,2.29525614,1.49323416
10,4,121,2.29525614,1.49323416
10,4,121,2.29525614,1.49323416
10,5,122,2.10340691,1.50811930
10,5,122,2.10340691,1.50811930
10,5,122,2.10340691,1.50811930
10,5,122,2.10340691,1.50811930
10,6,123,0.74841857,1.51064039
10,6,123,0.74841857,1.51064039
10,6,123,0.74841857,1.51064039
10,6,123,0.74841857,1.51064039
10,7,124,1.59579396,1.52338388
10,7,124,1.59579396,1.52338388
10,7,124,1.59579396,1.52338388
10,7,124,1.59579396,1.52338388
10,8,125,1.48493791,1.47770438
10,8,125,1.48493791,1.47770438
10,8,125,1.48493791,1.47770438
10,8,125,1.48493791,1.47770438
10,9,126,0.85925066,1.43949740
10,9,126,0.85925066,1.43949740
10,9,126,0.85925066,1.43949740
10,9,126,0.85925066,1.43949740
10,10,127,2.30064011,1.44669287
10,10,127,2.30064011,1.44669287
10,10,127,2.30064011,1.44669287
10,10,127,2.30064011,1.44669287
10,11,128,0.63087785,1.39093622
10,11,128,0.63087785,1.39093622
10,11,128,0.63087785,1.39093622
10,11,128,0.63087785,1.39093622
10,12,129,0.42761448,1.37449658
10,12,129,0.42761448,1.37449658
10,12,129,0.42761448,1.37449658
10,12,129,0.42761448,1.37449658
10,13,130,0.27636808,1.32155172
10,13,130,0.27636808,1.32155172
10,13,130,0.27636808,1.32155172
10,13,130,0.27636808,1.32155172
11,1,131,2.09155464,1.34594765
11,1,131,2.09155464,1.34594765
11,1,131,2.09155464,1.34594765
11,1,131,2.09155464,1.34594765
11,2,132,0.00840768,1.29826091
11,2,132,0.00840768,1.29826091
11,2,132,0.00840768,1.29826091
11,2,132,0.00840768,1.29826091
11,3,133,3.19035006,1.32098541
11,3,133,3.19035006,1.32098541
11,3,133,3.19035006,1.32098541
11,3,133,3.19035006,1.32098541
11,4,134,0.45145288,1.29660493
